platform,country,region,language,category,hashtag,title_keywords,author_handle,sound_type,music_track,week_of_year,duration_sec,views,likes,comments,shares,saves,engagement_rate,trend_label,source_hint,notes,device_type,upload_hour,genre,trend_duration_days,trend_type,engagement_velocity,dislikes,comment_ratio,share_rate,save_rate,like_dislike_ratio,publish_dayofweek,publish_period,event_season,tags,sample_comments,creator_avg_views,creator_tier,season,publish_date_approx,year_month,title,title_length,has_emoji,avg_watch_time_sec,completion_rate,device_brand,traffic_source,is_weekend,row_id,engagement_total,like_rate,dislike_rate,engagement_per_1k,engagement_like_rate,engagement_comment_rate,engagement_share_rate
TikTok,China,Asia,Chinese,Food,#Motivation,Morning Routine — Summer,StreetLabs,licensed,Sizzle ASMR,5,46,45774,2613,173,225,199,0.070127,declining,TikTok Creative Center,hook in 2s,Android,12,Education,13,Medium,3521.08,77,0.003779,0.004915,0.004347,33.5,Monday,Afternoon,SummerBreak,"study, notes, productivity",This is fire 🔥,106295.8,Mid,Summer,27.01.2025,2025-01,Study With Me — Productivity 🎮,30,1,37.4,0.813,iPhone,ForYou,0,c0388dd76999c4c706502d4f787ec995,3210,0.057085,0.001682,70.127,0.0570848079695897,0.0037794381089701,0.0049154541879669
TikTok,Russia,Europe,Russian,Lifestyle,#AI,My Favorite Summer Apps,Maya,licensed,Chill guitar,12,25,16330,1448,215,167,202,0.124434,declining,Open Web Samples,text-to-speech,Android,19,Tech,16,Medium,1020.62,32,0.013166,0.010227,0.01237,43.878788,Friday,Evening,Regular,"tutorial, tech, tools, apps",Thanks for this!,94562.8,Mid,Winter,21.03.2025,2025-03,Build This in 10 Minutes 🍔,26,1,15.4,0.616,iPhone,Search,1,f6f02fbe8b559994bdbf82c6142fc352,2032,0.088671,0.00196,124.434,0.0886711573790569,0.01316595223515,0.0102265768524188
TikTok,Netherlands,Europe,Dutch,Art,#GRWM,Skincare routine for 2025,AliTV,original,Paint stroke ASMR,22,23,275763,20170,3128,1675,2277,0.098817,declining,TikTok Creative Center,emoji overlays,Android,11,Beauty,13,Medium,21212.54,184,0.011343,0.006074,0.008257,109.027027,Thursday,Morning,Regular,"grwm, beauty, skincare, tips",Can’t stop watching 😂,131154.2,Mid,Spring,29.05.2025,2025-05,Makeup Basics You Need 🔥,24,1,12.0,0.522,Vivo,Following,0,946a2d5702571c0c86a07a8c7a5970f1,27250,0.073143,0.000667,98.817,0.0731425173065277,0.0113430735812998,0.006074056345485
TikTok,Colombia,South America,Spanish,Art,#MorningRoutine,Night Routine — Summer,MayaChannel,trending,Gallery pad,26,21,53796,4661,356,524,425,0.1109,rising,TikTok Creative Center,emoji overlays,Android,17,Lifestyle,14,Medium,3842.57,80,0.006618,0.009741,0.0079,57.54321,Thursday,Evening,Regular,"daily, motivation, routine",No puedo parar de mirar 😂,86206.8,Mid,Spring,26.06.2025,2025-06,Weekly Reset — College 😂,24,1,17.3,0.824,Samsung,ForYou,0,5e23f630ab31cc622ddf710529a001ad,5966,0.086642,0.001487,110.9,0.0866421295263588,0.006617592386051,0.009740501152502
YouTube,Canada,North America,English,Food,#Relatable,When your friend is College,VividLabs,licensed,Street vibe,28,27,48493,1222,93,86,73,0.030396,seasonal,Open Web Samples,jumpcut edits,Android,15,Comedy,3,Short,16164.33,77,0.001918,0.001773,0.001505,15.666667,Sunday,Afternoon,Regular,"relatable, funny, comedy",Can’t stop watching 😂,104933.1,Mid,Spring,13.07.2025,2025-07,POV: 2025,9,0,19.6,0.726,Other,Search,1,6fa38a70205cace777fc62acac14d7aa,1474,0.0252,0.001588,30.396,0.025199513331821,0.001917802569443,0.0017734518384096
YouTube,Canada,North America,English,News,#GameClip,New Patch Tips for EA FC 25,NextHub,trending,Ticker bed,1,21,118576,4982,765,650,336,0.056782,seasonal,TikTok Creative Center,b-roll heavy,iOS,16,Gaming,3,Short,39525.33,688,0.006452,0.005482,0.002834,7.230769,Friday,Afternoon,SummerBreak,"esports, fps, valorant, gaming, highlights",This is fire 🔥,102133.2,Mid,Summer,03.01.2025,2025-01,Insane Minecraft Highlights!,28,0,11.8,0.562,Oppo,External,1,46377c7bb8feeacd278729a46752f84b,6733,0.042015,0.005802,56.782,0.0420152476049116,0.0064515584941303,0.0054817163675617
TikTok,Indonesia,Asia,Indonesian,Travel,#Dance,Night Routine — Budget,TrueWorks,trending,City stroll,17,27,53567,6112,650,678,779,0.153434,rising,Open Web Samples,facecam,iOS,3,Dance,3,Short,17855.67,79,0.012134,0.012657,0.014543,76.4,Friday,Night,Regular,"dance, challenge, music, trend",Thanks for this!,87740.9,Mid,Spring,25.04.2025,2025-04,New Dance Challenge! 🔥,22,1,15.4,0.57,Vivo,ForYou,1,6742a9e32e3b752423451ed0695671f0,8219,0.1141,0.001475,153.434,0.1141000989415125,0.0121343364384789,0.0126570463158287
TikTok,Russia,Europe,Russian,Lifestyle,#DanceChallenge,Morning Routine — Summer,LifeOfYoussef,licensed,Sunset pad,30,33,37158,3306,422,384,216,0.116476,seasonal,Public Reports,facecam,iOS,9,Dance,3,Short,12386.0,109,0.011357,0.010334,0.005813,30.054545,Sunday,Morning,Regular,"dance, music, challenge, trend",This is fire 🔥,96092.1,Mid,Winter,27.07.2025,2025-07,New Dance Challenge! 🧠,22,1,27.9,0.845,Vivo,ForYou,1,26561c629545f77016a2588f3fa6b545,4328,0.088971,0.002933,116.476,0.0889714193444211,0.0113569083373701,0.0103342483449055
YouTube,Turkey,Europe,Turkish,News,#Streamer,Fortnite — Insane Highlights!,TVLiam,trending,Ticker bed,14,14,287488,13788,1817,1227,885,0.061627,seasonal,TikTok Creative Center,split-screen,Web,20,Gaming,3,Short,95829.33,383,0.00632,0.004268,0.003078,35.90625,Saturday,Evening,Regular,"gaming, valorant, clips, esports, fps, highlights",Thanks for this!,119306.4,Mid,Fall,05.04.2025,2025-04,Pro Tips for Fortnite in 60s,28,0,10.3,0.736,Desktop,Home,1,9fa34847407531564806530c865f8422,17717,0.04796,0.001332,61.627,0.0479602626892252,0.0063202638023152,0.0042680042297417
TikTok,Morocco,Africa,Arabic,Beauty,#Foodie,Is Croissant worth the hype?,NextHub,trending,LoFi makeup beat,12,19,166112,11992,1691,1107,1819,0.099987,seasonal,TikTok Creative Center,split-screen,Android,18,Food,9,Medium,18456.89,271,0.01018,0.006664,0.01095,44.088235,Thursday,Evening,Regular,"kitchen, fast, recipe, street food, food",مش قادر أبطل اتفرج 😂,102133.2,Mid,Fall,20.03.2025,2025-03,I tried making Sushi 🔥,22,1,11.8,0.621,Vivo,ForYou,0,e58f9fa75ff9d628ce539ab39a7ac3c5,16609,0.072192,0.001631,99.987,0.0721922558273935,0.0101798786361009,0.0066641783856675
TikTok,Sweden,Europe,Swedish,Finance,#LearnOnTikTok,Morning Routine — Beginners,GuruHassan,licensed,Subtle groove,26,26,46675,2859,198,361,285,0.079336,rising,TikTok Creative Center,emoji overlays,iOS,3,Education,7,Short,6667.86,77,0.004242,0.007734,0.006106,36.653846,Friday,Night,Regular,"learn, tips, study, productivity, notes",So underrated!,63523.5,Mid,Winter,27.06.2025,2025-06,Study With Me — Budget 🍔,24,1,13.5,0.519,Pixel,ForYou,1,afc0c479fa1f19191aca8a6f62ed07e1,3703,0.061253,0.00165,79.336,0.061253347616497,0.0042420996250669,0.0077343331547937
YouTube,France,Europe,French,Travel,#Recipe,I tried making Tacos,TrueLabs,licensed,Waves & bells,16,77,63481,2366,278,256,152,0.048077,declining,Public Reports,split-screen,Android,20,Food,14,Medium,4534.36,259,0.004379,0.004033,0.002394,9.1,Sunday,Evening,SummerBreak,"recipe, kitchen, street food, fast, food",Je ne peux pas m’arrêter de regarder 😂,98396.5,Mid,Summer,20.04.2025,2025-04,I tried making Croissant 💪,26,1,57.5,0.747,iPhone,External,1,e89b2d834b13c3c66348dd71643d189b,3052,0.037271,0.00408,48.077,0.0372709944707865,0.0043792630865928,0.0040327026984452
YouTube,Philippines,Asia,Filipino,Fitness,#FYP,Fortnite — Insane Highlights!,DailyVlogsAyaka,licensed,Hype trap,16,44,36677,1309,181,124,133,0.047632,rising,Public Reports,meme template,iOS,19,Gaming,5,Short,7335.4,35,0.004935,0.003381,0.003626,36.361111,Sunday,Evening,Regular,"clips, valorant, highlights",Thanks for this!,96618.9,Mid,Fall,20.04.2025,2025-04,Best Settings for EA FC 25,26,0,29.0,0.659,iPhone,Suggested,1,71cba504b6e695daf5039e274ecd2d47,1747,0.03569,0.000954,47.632,0.0356899419254573,0.0049349728712817,0.0033808653924803
YouTube,Netherlands,Europe,Dutch,News,#FYP,Weekly Reset — College,GuruAli,licensed,Ticker bed,16,67,16758,769,101,85,50,0.059971,rising,Public Reports,cinematic b-roll,Android,18,Dance,3,Short,5586.0,111,0.006027,0.005072,0.002984,6.866071,Friday,Evening,SummerBreak,"challenge, music, trend, dance",This is fire 🔥,99017.9,Mid,Summer,18.04.2025,2025-04,New Dance Challenge!,20,0,49.9,0.745,Oppo,Home,1,8b5cabdbb71f3dafeafea18047e2ce43,1005,0.045889,0.006624,59.971,0.0458885308509368,0.0060269721923857,0.0050722043203246
TikTok,Indonesia,Asia,Indonesian,Lifestyle,#Makeup,Makeup basics you need,LeilaYT,trending,Sunset pad,32,23,60644,5086,749,618,339,0.111998,stable,Open Web Samples,meme template,Android,16,Beauty,8,Medium,7580.5,134,0.012351,0.010191,0.00559,37.674074,Tuesday,Afternoon,SummerBreak,"tips, skincare, beauty, makeup",Instant like!,114135.1,Mid,Summer,05.08.2025,2025-08,Makeup Basics You Need ⚽,24,1,15.4,0.67,Samsung,External,0,0a5bdfe36d41765127313463e9c03d77,6792,0.083866,0.00221,111.998,0.0838664995712683,0.0123507684189697,0.0101906206714596
TikTok,Turkey,Europe,Turkish,Finance,#FYP,Morning Routine — College,OfficialMaya,trending,Clean corporate bed,13,21,97437,7318,504,497,545,0.090972,stable,TikTok Creative Center,split-screen,iOS,19,Dance,14,Medium,6959.79,317,0.005173,0.005101,0.005593,23.012579,Sunday,Evening,Regular,"music, challenge, trend",So underrated!,82843.2,Mid,Spring,30.03.2025,2025-03,New Dance Challenge!,20,0,12.4,0.59,Samsung,Search,1,36e319a59ee0af80244eed62606f4c19,8864,0.075105,0.003253,90.972,0.0751049396019992,0.0051725730471997,0.0051007317548775
TikTok,India,Asia,Hindi,Science,#Travel,Street Food Tour in Seoul,CookingWithOmar,licensed,Lab beeps,28,33,18214,1556,237,187,137,0.116229,declining,TikTok Creative Center,tutorial overlay,iOS,21,Travel,7,Short,2602.0,34,0.013012,0.010267,0.007522,44.457143,Tuesday,Evening,SummerBreak,"hidden gems, food tour, vlog, guide",So underrated!,150387.6,Mid,Summer,08.07.2025,2025-07,Street Food Tour — Cairo,24,0,16.6,0.503,Xiaomi,Following,0,6005e8e222671824476e2cf0ee843e2d,2117,0.085429,0.001867,116.229,0.0854287910398594,0.0130119688151971,0.0102668277149445
YouTube,Italy,Europe,Italian,Fashion,#FYP,I tried making Tacos,GamingWithNoah,licensed,Pop groove,14,67,63586,1307,121,156,97,0.026437,rising,Public Reports,subtitles,Android,8,Food,7,Short,9083.71,133,0.001903,0.002453,0.001525,9.753731,Friday,Morning,Regular,"food, street food, kitchen, recipe",This is fire 🔥,129907.2,Mid,Fall,04.04.2025,2025-04,I tried making Koshari,22,0,44.1,0.658,Samsung,Suggested,1,b736e7986f48133b5710376f8486fe50,1681,0.020555,0.002092,26.437,0.0205548391155285,0.001902934608247,0.0024533702387317
YouTube,Egypt,Africa,Arabic,Pets,#Gaming,New Patch Tips for GTA V,SofiaTV,licensed,Bark hop,6,15,25150,1269,187,84,125,0.066203,stable,Public Reports,meme template,Android,23,Gaming,9,Medium,2794.44,108,0.007435,0.00334,0.00497,11.642202,Sunday,Night,BackToSchool,"esports, clips, gaming",جامد جدًا 🔥,98246.3,Mid,Fall,09.02.2025,2025-02,Best Settings for Minecraft,27,0,11.2,0.747,iPhone,Home,1,50fed2b178a5f45703ecca705b3d8748,1665,0.050457,0.004294,66.203,0.0504572564612326,0.0074353876739562,0.0033399602385685
TikTok,South Korea,Asia,Korean,News,#Esports,Best Settings for Fortnite,NextHub,original,Neutral piano,1,36,72377,6243,811,383,391,0.108156,declining,Open Web Samples,cinematic b-roll,Android,15,Gaming,10,Medium,7237.7,229,0.011205,0.005292,0.005402,27.143478,Friday,Afternoon,SummerBreak,"fps, esports, clips, gaming, valorant, highlights",Can’t stop watching 😂,102133.2,Mid,Summer,03.01.2025,2025-01,Pro Tips for Valorant in 60s 🎮,30,1,23.7,0.658,Huawei,Search,1,e15cff7621ed3f9eb9d2c97c841be0f3,7828,0.086257,0.003164,108.156,0.0862566837531259,0.0112052171269878,0.0052917363250756
YouTube,Russia,Europe,Russian,Comedy,#FYP,Morning Routine — Budget,AmrYT,licensed,Clap beat,3,45,75043,3732,606,499,433,0.070226,declining,TikTok Creative Center,jumpcut edits,Android,17,Lifestyle,3,Short,25014.33,118,0.008075,0.00665,0.00577,31.361345,Friday,Evening,Regular,"daily, routine, lifestyle, motivation",Can’t stop watching 😂,105983.5,Mid,Fall,17.01.2025,2025-01,Morning Routine — Beginners,27,0,18.4,0.409,Xiaomi,Home,1,631d5adfc969463aae8944458b28cf84,5270,0.049731,0.001572,70.226,0.0497314872806257,0.0080753701211305,0.0066495209413269
TikTok,Australia,Oceania,English,Sports,#FYP,Night Routine — Beginners,GamingWithLina,original,Drumline,22,15,37089,3129,272,318,195,0.10553,rising,Open Web Samples,text-to-speech,Android,18,Dance,10,Medium,3708.9,154,0.007334,0.008574,0.005258,20.187097,Tuesday,Evening,Regular,"trend, dance, challenge, music",Can’t stop watching 😂,111839.1,Mid,Fall,27.05.2025,2025-05,Dance With Me — Bold,20,0,9.5,0.633,iPhone,ForYou,0,20e3af9b6d32d49d8dd01984719837fd,3914,0.084365,0.004152,105.53,0.0843646364151096,0.0073337108037423,0.0085739707190811
YouTube,Egypt,Africa,Arabic,Pets,#MorningRoutine,Weekly Reset — Productivity,AmrShorts,trending,Cute whistle,7,44,407697,25267,2009,1867,2955,0.07873,seasonal,Open Web Samples,b-roll heavy,Web,17,Lifestyle,10,Medium,40769.7,3307,0.004928,0.004579,0.007248,7.63815,Friday,Evening,Regular,"daily, motivation, lifestyle, routine",شرح ممتاز 👏,114801.6,Mid,Fall,14.02.2025,2025-02,Night Routine — 2025,20,0,21.4,0.486,Desktop,External,1,1ed48f90696e1e3b36fc86d5a8488640,32098,0.061975,0.008111,78.73,0.0619749470807977,0.004927679134259,0.0045793812561779
TikTok,Netherlands,Europe,Dutch,Beauty,#FYP,AI Tools You Must Try in 2025,DiegoOfficial,trending,Soft glam loop,25,13,45033,4248,595,466,353,0.12573,seasonal,TikTok Creative Center,b-roll heavy,Android,21,Tech,44,Evergreen,1023.48,141,0.013213,0.010348,0.007839,29.915493,Tuesday,Evening,SummerBreak,"ai, tools, apps, tech",Thanks for this!,103117.8,Mid,Summer,17.06.2025,2025-06,Build This in 10 Minutes,24,0,7.1,0.546,iPhone,External,0,b5167169193c74c722a6fd82c0de8dc2,5662,0.094331,0.003131,125.73,0.0943308240623542,0.0132125330313325,0.0103479670463882
YouTube,Germany,Europe,German,Tech,#FYP,My Favorite 2025 Apps,SaraTV,trending,Glitch hop,10,19,7663,190,25,18,12,0.031972,rising,Open Web Samples,meme template,Android,18,Tech,6,Short,1277.17,15,0.003262,0.002349,0.001566,11.875,Saturday,Evening,Regular,"tech, apps, ai, tools, tutorial",Thanks for this!,85706.8,Mid,Winter,08.03.2025,2025-03,AI Tools You Must Try in 2025,29,0,11.9,0.626,Xiaomi,Suggested,1,8612713009b1324b0ec427fb1c3a2a23,245,0.024794,0.001957,31.972,0.0247944669189612,0.003262429857758,0.0023489494975858
TikTok,Argentina,South America,Spanish,Food,#Recipe,Is Ramen worth the hype?,NoahYT,trending,Sizzle ASMR,30,53,38951,4039,530,341,321,0.134297,stable,TikTok Creative Center,jumpcut edits,iOS,11,Food,3,Short,12983.67,33,0.013607,0.008755,0.008241,118.794118,Wednesday,Morning,BackToSchool,"food, kitchen, recipe, street food, fast",No puedo parar de mirar 😂,91480.6,Mid,Fall,23.07.2025,2025-07,5-Minute Tacos,14,0,44.3,0.836,Other,ForYou,0,1e1408c7ee1320f333f22d7fbfb0ab97,5231,0.103694,0.000847,134.297,0.1036943852532669,0.0136068393622756,0.0087545890991245
YouTube,Netherlands,Europe,Dutch,Beauty,#Dance,Morning Routine — Budget,Lina,licensed,Ambient glow,28,71,137784,8066,1048,861,1528,0.083486,stable,TikTok Creative Center,cinematic b-roll,Android,18,Dance,19,Medium,7251.79,336,0.007606,0.006249,0.01109,23.934718,Friday,Evening,SummerBreak,"music, challenge, trend",This is fire 🔥,92945.6,Mid,Summer,11.07.2025,2025-07,Try this move 👉 🏖️,18,1,45.1,0.635,Samsung,Search,1,0d97a0d4ba0ebf6cfbb92590a97856ff,11503,0.058541,0.002439,83.486,0.0585409046043081,0.0076061081112465,0.0062489113394878
YouTube,China,Asia,Chinese,Food,#FYP,Morning Routine — Beginners,GuruHassan,original,Street vibe,7,35,5541,279,20,34,17,0.063165,seasonal,TikTok Creative Center,hook in 2s,Web,21,Sports,45,Evergreen,123.13,23,0.003609,0.006136,0.003068,11.625,Friday,Evening,HolidaySeason,"gym, sports, football",Thanks for this!,63523.5,Mid,Winter,14.02.2025,2025-02,Football skills in 60s,22,0,24.7,0.706,Desktop,Suggested,1,8f1b92dc2c4633cb16a71fd817ba3a5e,350,0.050352,0.004151,63.165,0.0503519220357336,0.003609456776755,0.0061360765204836
YouTube,Egypt,Africa,Arabic,Beauty,#OOTD,How to style College,LiamPro,licensed,Ambient glow,31,52,400351,14654,1393,1351,2298,0.049197,rising,TikTok Creative Center,subtitles,Android,14,Fashion,13,Medium,30796.23,1119,0.003479,0.003375,0.00574,13.083929,Friday,Afternoon,Ramadan,"grwm, fashion, ootd",شرح ممتاز 👏,94693.5,Mid,Spring,01.08.2025,2025-08,GRWM: Minimal Edition,21,0,23.4,0.45,iPhone,Suggested,1,13bd04c625c801bc85741d9a7ee21efd,19696,0.036603,0.002795,49.197,0.0366028809719471,0.0034794467854457,0.0033745388421659
TikTok,Germany,Europe,German,Education,#Motivation,Morning Routine — Budget,VividStudio,original,Soft focus,28,17,67931,2882,201,229,629,0.058015,rising,TikTok Creative Center,split-screen,Android,20,Education,3,Short,22643.67,100,0.002959,0.003371,0.009259,28.534653,Tuesday,Evening,Regular,"tips, learn, notes, productivity",This is fire 🔥,88276.0,Mid,Spring,08.07.2025,2025-07,Exam Day Routine,16,0,10.9,0.641,Huawei,ForYou,0,313419a6e7041414ebe7a33c6454d40d,3941,0.042425,0.001472,58.015,0.042425402246397,0.0029588847507029,0.0033710677010495
YouTube,Sweden,Europe,Swedish,News,#Skincare,Makeup basics you need,InsideWorks,licensed,Ticker bed,21,25,117321,3318,505,426,223,0.038118,stable,TikTok Creative Center,text-to-speech,Android,11,Beauty,5,Short,23464.2,258,0.004304,0.003631,0.001901,12.810811,Tuesday,Morning,Regular,"tips, skincare, makeup",Thanks for this!,98432.0,Mid,Spring,20.05.2025,2025-05,Makeup Basics You Need,22,0,14.5,0.58,Samsung,Home,0,db8a30fe6d683db16ebf43a737426ac3,4472,0.028281,0.002199,38.118,0.0282813818497967,0.0043044297269883,0.0036310634924693
TikTok,Morocco,Africa,Arabic,Gaming,#DogTok,Night Routine — Budget,PrimeWorks,licensed,Trap beat,13,35,78332,3532,331,392,244,0.057435,stable,Open Web Samples,cinematic b-roll,iOS,18,Pets,17,Medium,4607.76,51,0.004226,0.005004,0.003115,67.923077,Thursday,Evening,SummerBreak,"cute, cats, dogs",تحفة بصراحة!,98366.2,Mid,Summer,27.03.2025,2025-03,Dog fails you can’t miss,24,0,17.9,0.511,Samsung,ForYou,0,1adcc3a19c695c9256f24d58f4448aae,4499,0.04509,0.000651,57.435,0.0450901291936884,0.0042256038400653,0.0050043404994127
TikTok,Australia,Oceania,English,Travel,#FYP,Outfits for Beginners,HassanShorts,original,Waves & bells,27,33,37942,3461,229,343,406,0.116994,rising,TikTok Creative Center,greenscreen,iOS,13,Fashion,15,Medium,2529.47,91,0.006036,0.00904,0.010701,37.619565,Saturday,Afternoon,HolidaySeason,"style, grwm, fashion",Can’t stop watching 😂,96007.1,Mid,Winter,05.07.2025,2025-07,GRWM: Summer Edition 📱,22,1,23.2,0.703,Samsung,ForYou,1,21973fbe3c0a5014e5612db8a4d29e8d,4439,0.091218,0.002398,116.994,0.0912181751093774,0.006035527911022,0.0090401138579937
YouTube,China,Asia,Chinese,Beauty,#OOTD,Outfits for College,VividStudio,original,LoFi makeup beat,32,25,326478,13190,1673,1667,1897,0.056442,seasonal,TikTok Creative Center,tutorial overlay,Android,16,Fashion,12,Medium,27206.5,339,0.005124,0.005106,0.00581,38.794118,Saturday,Afternoon,Regular,"fashion, grwm, ootd",This is fire 🔥,88276.0,Mid,Winter,09.08.2025,2025-08,How to style Minimal 🎮,22,1,13.9,0.556,Samsung,Search,1,056f9c60cc38f34d5f7339dcf0639d94,18427,0.040401,0.001038,56.442,0.0404008845925299,0.0051243881670434,0.0051060102058944
TikTok,Argentina,South America,Spanish,Education,#Music,Perfect — Cover,InsideVision,original,Soft focus,32,24,9328,579,61,47,37,0.077616,rising,TikTok Creative Center,split-screen,Android,22,Music,4,Short,2332.0,17,0.006539,0.005039,0.003967,32.166667,Friday,Evening,Regular,"song, music, beat",No puedo parar de mirar 😂,96533.9,Mid,Winter,08.08.2025,2025-08,I flipped this sample 🍔,23,1,12.8,0.533,Samsung,ForYou,1,d5d6a3df242966841b377e196c116409,724,0.062071,0.001822,77.616,0.0620711835334476,0.0065394511149228,0.0050385934819897
TikTok,Japan,Asia,Japanese,Beauty,#FYP,Weekly Reset — Summer,TrueLabs,licensed,LoFi makeup beat,31,19,188900,11690,776,1077,1067,0.077343,seasonal,Public Reports,emoji overlays,iOS,15,Lifestyle,53,Evergreen,3564.15,370,0.004108,0.005701,0.005648,31.509434,Thursday,Afternoon,SummerBreak,"daily, motivation, routine",参考になりました！,98396.5,Mid,Summer,31.07.2025,2025-07,Night Routine — Summer 🎯,24,1,15.3,0.805,Pixel,Following,0,349f262680525befdf2ed25c51fe1c6f,14610,0.061885,0.001959,77.343,0.0618845950238221,0.0041079936474325,0.0057014293276866
YouTube,France,Europe,French,Fitness,#AI,Build This in 10 Minutes,DailyVlogsYoussef,licensed,HIIT drums,8,23,196669,9909,787,773,1396,0.065414,rising,TikTok Creative Center,jumpcut edits,Android,16,Tech,56,Evergreen,3511.95,530,0.004002,0.00393,0.007098,18.661017,Friday,Afternoon,Regular,"tech, ai, apps, tools",Merci pour le partage !,79263.6,Mid,Fall,21.02.2025,2025-02,Build This in 10 Minutes,24,0,15.4,0.67,iPhone,Home,1,983d270bcd4e8dadf7e85d83ce7aba4c,12865,0.050384,0.002695,65.414,0.0503841479846849,0.0040016474380812,0.0039304618419781
